age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,pdays_contacted_before,pdays_clean,score
56,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.7220237159812493
68,retired,divorced,high.school,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6,yes,0,-1,0.721939824706225
30,admin.,single,university.degree,no,no,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.7218556334243825
32,technician,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,0,-1,0.7218424696184925
33,management,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,yes,0,-1,0.7217852038671427
21,student,single,high.school,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes,0,-1,0.7214185112821571
40,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.7213404776062922
74,retired,married,unknown,no,yes,yes,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes,0,-1,0.7205995861194393
26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,yes,0,-1,0.72
33,admin.,single,high.school,no,no,no,cellular,may,thu,1,12,2,failure,-1.8,92.893,-46.2,1.266,5099.1,yes,1,12,0.72
71,retired,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.72
34,unemployed,single,university.degree,no,no,no,cellular,nov,fri,5,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes,0,-1,0.72
75,retired,married,basic.4y,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,0,-1,0.72
36,management,married,university.degree,no,no,no,cellular,mar,thu,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,yes,0,-1,0.72
78,retired,divorced,basic.6y,no,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes,0,-1,0.72
72,unknown,married,unknown,no,yes,yes,cellular,aug,fri,8,999,1,failure,-2.9,92.201,-31.4,0.825,5076.2,yes,0,-1,0.72
48,blue-collar,married,professional.course,no,no,no,telephone,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,yes,0,-1,0.72
34,admin.,married,high.school,no,yes,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,0,-1,0.72
33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,0,-1,0.72
59,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,0,-1,0.72
38,blue-collar,married,high.school,unknown,yes,no,cellular,may,wed,2,7,1,success,-1.8,92.893,-46.2,1.334,5099.1,yes,1,7,0.72
32,technician,single,professional.course,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.72
36,services,married,high.school,no,yes,yes,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,yes,0,-1,0.72
48,services,married,high.school,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.72
35,technician,married,university.degree,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.72
45,services,single,unknown,no,yes,no,cellular,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.72
38,technician,divorced,high.school,no,no,no,telephone,apr,fri,3,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes,1,6,0.72
23,student,single,high.school,no,yes,no,cellular,oct,mon,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6,yes,0,-1,0.72
74,retired,married,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,0,-1,0.72
35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.72
40,admin.,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.72
35,technician,married,professional.course,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes,0,-1,0.72
37,technician,married,university.degree,no,yes,no,cellular,aug,mon,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,yes,1,4,0.72
42,admin.,married,unknown,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7198509473765452
26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.7198482868289919
44,services,married,unknown,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,0,-1,0.7197221278042147
43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,yes,0,-1,0.719718182480334
56,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes,0,-1,0.7197168471399437
59,unemployed,married,basic.9y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,yes,0,-1,0.7196990305585784
35,technician,married,university.degree,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,0,-1,0.7196140914746293
27,admin.,single,professional.course,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.7183989472208989
26,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,0,-1,0.7180248653403207
54,technician,married,professional.course,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7179141713362494
61,admin.,married,university.degree,no,yes,yes,telephone,jul,wed,4,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes,0,-1,0.7175
52,management,married,high.school,no,yes,yes,cellular,aug,tue,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,1,10,0.7175
38,housemaid,divorced,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes,0,-1,0.7175
62,management,divorced,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,yes,0,-1,0.7175
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0,-1,0.7175
41,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,2,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6,yes,0,-1,0.7175
59,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.7175
30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,0,-1,0.7175
36,self-employed,married,basic.9y,unknown,yes,yes,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.7175
28,admin.,single,high.school,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,yes,0,-1,0.7175
47,services,married,high.school,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,yes,0,-1,0.7175
55,unknown,married,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,0,-1,0.7175
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,4,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,yes,0,-1,0.7175
57,management,married,university.degree,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,yes,0,-1,0.7175
39,admin.,married,university.degree,no,no,no,cellular,jul,fri,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.7175
42,unemployed,married,unknown,no,no,no,cellular,aug,thu,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes,0,-1,0.7175
48,services,single,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7175
74,retired,married,professional.course,no,yes,no,cellular,aug,thu,3,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,yes,0,-1,0.7175
38,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.7175
36,unemployed,single,university.degree,no,yes,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,0,-1,0.7175
36,technician,married,high.school,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.7175
28,admin.,single,basic.9y,no,no,yes,cellular,may,tue,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes,1,10,0.7173486964917928
38,self-employed,married,basic.9y,no,no,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0,-1,0.7172195785180149
42,self-employed,married,university.degree,no,yes,no,cellular,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.7172188501505292
33,self-employed,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,yes,0,-1,0.7168622098672546
58,retired,married,high.school,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes,0,-1,0.7167068047335399
26,student,single,university.degree,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,yes,0,-1,0.7162626812682459
24,services,single,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes,0,-1,0.7159677350088532
32,blue-collar,unknown,basic.9y,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,0,-1,0.715670446429704
39,admin.,married,university.degree,no,no,no,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.215,5076.2,yes,0,-1,0.715
31,technician,married,professional.course,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.715
34,admin.,single,high.school,no,no,no,cellular,jul,wed,1,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,yes,0,-1,0.715
19,student,single,unknown,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.715
50,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes,0,-1,0.715
32,technician,married,high.school,no,yes,no,telephone,jun,fri,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,yes,0,-1,0.715
59,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,yes,0,-1,0.715
32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,yes,0,-1,0.715
37,technician,married,professional.course,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.715
26,admin.,single,university.degree,no,yes,no,telephone,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes,0,-1,0.715
35,admin.,married,university.degree,no,no,yes,cellular,apr,fri,3,999,1,failure,-1.8,93.749,-34.6,0.663,5008.7,yes,0,-1,0.715
44,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,0,-1,0.715
27,student,single,basic.9y,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.715
50,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,0,-1,0.715
43,technician,married,professional.course,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,yes,0,-1,0.715
64,retired,married,basic.4y,no,unknown,unknown,telephone,aug,fri,3,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes,0,-1,0.715
41,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.715
57,services,married,high.school,no,yes,yes,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,0,-1,0.715
58,retired,divorced,basic.9y,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,yes,0,-1,0.715
60,retired,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,0,-1,0.715
58,housemaid,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0,-1,0.715
44,admin.,married,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,0,-1,0.715
75,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,yes,0,-1,0.715
31,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,1,6,1,success,-1.8,92.893,-46.2,1.266,5099.1,yes,1,6,0.715
24,unknown,single,university.degree,no,no,no,cellular,jun,tue,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,yes,1,3,0.7148255991218977
38,technician,married,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,0,-1,0.7147196392153055
32,admin.,married,university.degree,no,no,no,cellular,may,thu,1,6,1,success,-1.8,92.893,-46.2,1.327,5099.1,yes,1,6,0.7147155724968437
60,technician,married,professional.course,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7144904278051547
50,admin.,married,high.school,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,yes,0,-1,0.7144891553133514
44,blue-collar,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes,0,-1,0.7144356365931824
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.7143689198844498
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,0,-1,0.7143689198844498
52,admin.,married,university.degree,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.762,5017.5,yes,0,-1,0.7142108366112946
28,admin.,single,university.degree,no,no,yes,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,0,-1,0.7125
47,student,single,unknown,no,unknown,unknown,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,yes,0,-1,0.7125
59,admin.,married,university.degree,unknown,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,0,-1,0.7125
36,unemployed,married,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,yes,0,-1,0.7125
50,entrepreneur,married,university.degree,no,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,yes,0,-1,0.7125
55,entrepreneur,divorced,basic.9y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,yes,0,-1,0.7125
59,admin.,divorced,basic.4y,unknown,yes,yes,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,0,-1,0.7125
23,student,single,high.school,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.7125
64,retired,married,high.school,unknown,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes,0,-1,0.7125
33,admin.,single,high.school,no,yes,no,cellular,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,yes,0,-1,0.7125
36,management,married,university.degree,no,no,no,cellular,jul,wed,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,0,-1,0.7125
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes,0,-1,0.7125
30,unemployed,single,unknown,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,0,-1,0.7125
48,entrepreneur,divorced,high.school,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,0,-1,0.7122178182965913
71,retired,married,basic.4y,no,yes,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.754,5017.5,yes,0,-1,0.7120708932271161
61,retired,married,basic.4y,no,no,no,telephone,oct,fri,1,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,yes,0,-1,0.7119958194162465
29,admin.,single,university.degree,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7119656362469832
46,admin.,married,high.school,no,no,no,telephone,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes,0,-1,0.711808393726981
80,retired,married,basic.4y,no,no,no,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,yes,0,-1,0.7117090142704933
80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,0,-1,0.7115051651310362
20,student,single,high.school,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,yes,0,-1,0.7113692150066032
69,retired,divorced,professional.course,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,yes,0,-1,0.7112105373515091
57,admin.,married,high.school,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.7104701779431329
29,blue-collar,divorced,high.school,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.71
30,technician,married,professional.course,no,no,no,telephone,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,0,-1,0.71
51,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0,-1,0.71
45,admin.,married,unknown,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,0,-1,0.71
53,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes,0,-1,0.71
50,admin.,married,university.degree,no,yes,yes,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,0,-1,0.71
38,technician,single,university.degree,no,no,no,cellular,apr,fri,5,999,1,failure,-1.8,93.075,-47.1,1.4,5099.1,yes,0,-1,0.71
25,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.71
56,services,single,high.school,no,no,yes,cellular,aug,tue,3,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,yes,0,-1,0.71
28,admin.,married,high.school,no,no,no,telephone,jun,wed,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,0,-1,0.71
35,admin.,single,university.degree,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,0,-1,0.71
26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,yes,0,-1,0.71
27,technician,single,university.degree,no,yes,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.043,4963.6,yes,0,-1,0.71
35,admin.,married,university.degree,no,no,yes,cellular,aug,tue,1,999,3,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,0,-1,0.71
59,services,married,university.degree,no,yes,no,cellular,oct,mon,2,999,2,failure,-1.1,94.601,-49.5,0.977,4963.6,yes,0,-1,0.71
31,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,0,-1,0.71
39,management,married,unknown,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,yes,0,-1,0.71
43,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,2,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,yes,1,11,0.71
19,student,single,unknown,no,yes,yes,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7099548065389228
28,self-employed,single,university.degree,no,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,yes,0,-1,0.7097159973778769
34,technician,single,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,0,-1,0.709568134689178
37,admin.,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes,0,-1,0.7095056555888596
37,admin.,married,university.degree,no,yes,yes,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes,0,-1,0.709297892493488
41,admin.,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,yes,0,-1,0.7091418082354225
26,unemployed,single,university.degree,no,yes,no,telephone,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.7091068952846971
45,housemaid,single,basic.4y,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,yes,0,-1,0.7089849090526288
51,housemaid,married,unknown,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,0,-1,0.708929406783023
57,entrepreneur,single,university.degree,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7088687239001651
33,technician,married,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes,0,-1,0.7082159781455728
25,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,yes,0,-1,0.7080681503267356
28,admin.,single,university.degree,no,yes,no,cellular,apr,tue,5,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes,0,-1,0.7080301913282324
70,retired,married,basic.4y,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,yes,0,-1,0.7077010948279117
41,technician,married,professional.course,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,0,-1,0.7075
24,technician,single,professional.course,no,yes,no,cellular,sep,fri,5,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,yes,0,-1,0.7075
49,admin.,married,high.school,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,0,-1,0.7075
34,management,married,university.degree,no,no,no,telephone,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,yes,0,-1,0.7075
45,admin.,married,basic.9y,unknown,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,0,-1,0.7075
48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,0,-1,0.7075
55,technician,married,professional.course,no,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes,0,-1,0.7075
22,unemployed,single,high.school,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,0,-1,0.7075
24,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,2,failure,-1.7,94.027,-38.3,0.905,4991.6,yes,0,-1,0.7075
28,self-employed,single,university.degree,no,yes,yes,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,yes,0,-1,0.7075
50,unemployed,married,high.school,no,no,no,telephone,may,tue,3,999,0,nonexistent,-1.8,93.876,-40.0,0.688,5008.7,yes,0,-1,0.7075
48,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes,0,-1,0.7075
70,retired,married,basic.4y,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes,0,-1,0.7072131446052248
30,management,single,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,0,-1,0.707087504418281
43,technician,married,professional.course,no,no,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,yes,0,-1,0.7070052613156571
33,services,married,high.school,no,no,yes,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,0,-1,0.7069917989879602
32,blue-collar,divorced,basic.4y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes,0,-1,0.7068464368808886
19,student,single,unknown,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,0,-1,0.7068431319290523
